staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
03141ST5SO000007VS5489BUVSBBVPEU-G,Südwest,Südwest,7,Landesliga,Herren Landesliga West · Südwest,16,42,194,120,SV Hermersberg,13,fussball.de
03155QUIEG000000VS5489BUVSBBVPEU-G,Thüringen,Thüringen,7,Landesklasse,Landesklasse Staffel 1 · Thüringen,16,32,115,86,SV Schmölln 1913,9,fussball.de
03155QUIL4000008VS5489BUVSBBVPEU-G,Thüringen,Thüringen,7,Landesklasse,Landesklasse Staffel 2 · Thüringen,16,31,131,86,FC Union Mühlhausen,12,fussball.de
03155QUIRC000008VS5489BUVSBBVPEU-G,Thüringen,Thüringen,7,Landesklasse,Landesklasse Staffel 3 · Thüringen,16,32,131,91,VfL Meiningen,12,fussball.de
0313Q1LFPS000013VS5489BTVU7GTVLE-G,Westfalen,Westfalen,7,Landesliga,IGA 2027 Landesliga Staffel 1 · Westfalen,17,32,117,89,Delbrücker SC,12,fussball.de
0313Q1LG6400001IVS5489BTVU7GTVLE-G,Westfalen,Westfalen,7,Landesliga,IGA 2027 Landesliga Staffel 2 · Westfalen,15,28,95,78,SC Neheim,10,fussball.de
0313Q1LGIO00001JVS5489BTVU7GTVLE-G,Westfalen,Westfalen,7,Landesliga,IGA 2027 Landesliga Staffel 3 · Westfalen,17,32,117,94,TuS Eichlinghofen,12,fussball.de
0313Q1LGTS000017VS5489BTVU7GTVLE-G,Westfalen,Westfalen,7,Landesliga,IGA 2027 Landesliga Staffel 4 · Westfalen,17,34,144,95,SV Dorsten-Hardt,12,fussball.de
03160T9UQ000000GVS5489BUVSBBVPEU-G,Württemberg,Württemberg,7,Landesliga,Landesliga 1 · Württemberg,17,33,104,90,SG Schorndorf,9,fussball.de
03160T9V3O00000EVS5489BUVSBBVPEU-G,Württemberg,Württemberg,7,Landesliga,Landesliga 2 · Württemberg,17,32,119,89,FC Esslingen,10,fussball.de
03160T9VE0000001VS5489BUVSBBVPEU-G,Württemberg,Württemberg,7,Landesliga,Landesliga 3 · Württemberg,16,26,100,72,VfL Nagold,9,fussball.de
03152JT9NG00000GVS5489BUVSBBVPEU-G,Württemberg,Württemberg,7,Landesliga,Landesliga 4 · Württemberg,16,25,82,73,SSV Ehingen-Süd,9,fussball.de
031CPIQCT000000GVS5489BTVUS470OH-G,Baden,Kreis Bruchsal,8,Kreisliga,bfv-Kreisliga Bruchsal,14,7,29,20,FVgg Neudorf,3,fussball.de
0312UDBTM000000JVS5489BUVSBBVPEU-G,Baden,Kreis Buchen,8,Kreisliga,bfv-Kreisliga Buchen,17,41,174,117,TSV Oberwittstadt,15,fussball.de
031CI6CF5S00000BVS5489BTVUS470OH-G,Baden,Kreis Heidelberg,8,Kreisliga,bfv-Kreisliga Heidelberg,15,22,93,60,1.FC Mühlhausen 2,9,fussball.de
030S9PFS3G00000BVS5489BUVSEBP30S-G,Baden,Kreis Karlsruhe,8,Kreisliga,bfv-Kreisliga Karlsruhe,15,20,81,56,FV Fortuna Kirchfeld,9,fussball.de
031EKNM2HG00000LVS5489BUVUR5FS5A-G,Baden,Kreis Mannheim,8,Kreisliga,Kreisliga Mannheim,16,8,33,24,SC 1910 Käfertal,3,fussball.de
0318DFTSLC000004VS5489BTVU7GTVLE-G,Baden,Kreis Mosbach,8,Kreisliga,bfv-Kreisliga Mosbach,15,22,99,62,SV Neunkirchen,9,fussball.de
0316CL21RK000004VS5489BTVU7GTVLE-G,Baden,Kreis Pforzheim,8,Kreisliga,bfv-Kreisliga Pforzheim,16,8,25,22,FC Germ. Singen,3,fussball.de
031426MIL000000FVS5489BUVSBBVPEU-G,Baden,Kreis Sinsheim,8,Kreisliga,bfv - Kreisliga Sinsheim,16,23,99,66,Türkspor Eppingen,9,fussball.de
031AG1MT3C000002VS5489BTVSK8S3O6-G,Baden,Kreis Tauberbischofsheim,8,Kreisliga,bfv-Kreisliga Tauberbischofsheim,14,15,55,43,TuS Großrinderfeld,9,fussball.de
03143KTVF4000016VS5489BUVSBBVPEU-G,Bayern,Kreis Allgäu,8,Kreisliga,KL Allgäu Nord,16,40,171,111,TV Bad Grönenbach,15,fussball.de
03143KV4K400005IVS5489BUVSBBVPEU-G,Bayern,Kreis Allgäu,8,Kreisliga,KL Allgäu Süd,16,39,158,111,TSV Seeg-Hopferau-Eisenberg,13,fussball.de
03138D9JBK000006VS5489BUVSBBVPEU-G,Bayern,Kreis Amberg/Weiden,8,Kreisliga,Kreisliga AM/WEN Nord · Kreis Amberg/Weiden,14,44,181,124,SV TuS/DJK Grafenwöhr,18,fussball.de
03138D9J4C000003VS5489BUVSBBVPEU-G,Bayern,Kreis Amberg/Weiden,8,Kreisliga,Kreisliga AM/WEN Süd · Kreis Amberg/Weiden,14,41,137,116,FC Edelsfeld,15,fussball.de
0316LHPOJ0000002VS5489BTVU7GTVLE-G,Bayern,Kreis Aschaffenburg,8,Kreisliga,KL-AB · Kreis Aschaffenburg,16,53,198,150,Eintracht Leidersbach,19,fussball.de
0310VQLQFK000003VS5489BTVT51B5B5-G,Bayern,Kreis Augsburg,8,Kreisliga,KL Augsburg,16,40,158,115,TSV Neusäß,15,fussball.de
0310VQLRA8000038VS5489BTVT51B5B5-G,Bayern,Kreis Augsburg,8,Kreisliga,KL Ost · Kreis Augsburg,16,40,151,116,BC Aichach,15,fussball.de
0313POT35K000006VS5489BUVSBBVPEU-G,Bayern,Kreis Bamberg/Bayreuth/Kulmb.,8,Kreisliga,KL 1 BA · Kreis Bamberg/Bayreuth/Kulmb.,16,63,254,179,ASV 1926 Sassanfahrt,22,fussball.de
0311F7AILG000006VS5489BUVVARDA0V-G,Bayern,Kreis Bamberg/Bayreuth/Kulmb.,8,Kreisliga,KL 2 BT KU · Kreis Bamberg/Bayreuth/Kulmb.,16,65,238,181,Sportring Bayreuth,20,fussball.de
0314N69PLK000006VS5489BTVU7GTVLE-G,Bayern,Kreis Cham/Schwandorf,8,Kreisliga,Kreisliga CHA/SAD  Ost · Kreis Cham/Schwandorf,14,50,198,143,DJK Arnschwang,21,fussball.de
0314N69OT8000006VS5489BTVU7GTVLE-G,Bayern,Kreis Cham/Schwandorf,8,Kreisliga,Kreisliga CHA/SAD  West · Kreis Cham/Schwandorf,14,50,190,138,SC Katzdorf,17,fussball.de
03124AMMSG000004VS5489BTVT51B5B5-G,Bayern,Kreis Coburg/Kronach/Lichtenf.,8,Kreisliga,Kreisliga 1 · Kreis Coburg/Kronach/Lichtenf.,16,56,229,158,TSV 1860 Staffelstein,19,fussball.de
03124AQD74000004VS5489BTVT51B5B5-G,Bayern,Kreis Coburg/Kronach/Lichtenf.,8,Kreisliga,Kreisliga 2 · Kreis Coburg/Kronach/Lichtenf.,16,57,224,162,(SG 1) SV Wolfers/Neuengrün 1/SV Nurn 1,19,fussball.de
0314HDGKQO000005VS5489BTVU7GTVLE-G,Bayern,Kreis Donau,8,Kreisliga,KL Nord · Kreis Donau,15,35,119,97,FSV Buchdorf,10,fussball.de
0314HDGKI0000005VS5489BTVU7GTVLE-G,Bayern,Kreis Donau,8,Kreisliga,KL West · Kreis Donau,14,27,115,75,SV Neuburg/Kammel,12,fussball.de
03154QDEKS00003CVS5489BUVSBBVPEU-G,Bayern,Kreis Donau/Isar,8,Kreisliga,401 Kreisliga 1 · Kreis Donau/Isar,15,36,163,99,SV Zuchering,15,fussball.de
03154QDGIG00002EVS5489BUVSBBVPEU-G,Bayern,Kreis Donau/Isar,8,Kreisliga,402 Kreisliga 2 · Kreis Donau/Isar,14,22,84,63,FC Lengdorf,9,fussball.de
0313OUEQBS000006VS5489BTVU7GTVLE-G,Bayern,Kreis Erlangen/Pegnitzgrund,8,Kreisliga,Kreisliga 1 · Kreis Erlangen/Pegnitzgrund,14,28,120,80,SpVgg Hessdorf,12,fussball.de
0313OUEQJO000006VS5489BTVU7GTVLE-G,Bayern,Kreis Erlangen/Pegnitzgrund,8,Kreisliga,Kreisliga 2 · Kreis Erlangen/Pegnitzgrund,14,28,110,79,TSV Neunhof,12,fussball.de
0314C1RIKK000006VS5489BUVSBBVPEU-G,Bayern,Kreis Hof/Tirschenr./Wunsiedel,8,Kreisliga,KL  1 HO/TIR/WUN · Kreis Hof/Tirschenr./Wunsiedel,14,49,167,139,(SG1) Bayern Hof II / Trogen II,21,fussball.de
0314C1RIUO000006VS5489BUVSBBVPEU-G,Bayern,Kreis Hof/Tirschenr./Wunsiedel,8,Kreisliga,KL 2 HO/TIR/WUN · Kreis Hof/Tirschenr./Wunsiedel,14,48,213,128,TSV 1857 Thiersheim,18,fussball.de
030UHNFT4S000005VS5489BTVT51B5B5-G,Bayern,Kreis Inn/Salzach,8,Kreisliga,Kreisliga 1 Inn/Salzach,14,26,87,72,SV 66 Oberbergkirchen,8,fussball.de
030UHNFTD4000001VS5489BTVT51B5B5-G,Bayern,Kreis Inn/Salzach,8,Kreisliga,Kreisliga 2 Inn/Salzach,14,24,90,70,TuS Engelsberg,9,fussball.de
0316NR0H1G000004VS5489BTVU7GTVLE-G,Bayern,Kreis München,8,Kreisliga,Kreisliga München,40,42,174,117,SV Lohhof,7,fussball.de
0312SMUAJG000006VS5489BUVSBBVPEU-G,Bayern,Kreis Neumarkt/Jura,8,Kreisliga,Kreisliga Ost · Kreis Neumarkt/Jura,14,26,100,70,SC Pollanten,10,fussball.de
0312SMUAQS000006VS5489BUVSBBVPEU-G,Bayern,Kreis Neumarkt/Jura,8,Kreisliga,Kreisliga West · Kreis Neumarkt/Jura,14,28,99,79,SSV Oberhochstatt,10,fussball.de
0314139HTG000006VS5489BTVU7GTVLE-G,Bayern,Kreis Niederbayern Ost,8,Kreisliga,KL 2 Bayerwald · Kreis Niederbayern Ost,14,43,178,121,SV Schöfweg,16,fussball.de
0314139IA0000006VS5489BTVU7GTVLE-G,Bayern,Kreis Niederbayern Ost,8,Kreisliga,KL 3 Passauer Land · Kreis Niederbayern Ost,14,42,151,117,FC Sturm Hauzenberg 2,18,fussball.de
03145PFO4G000004VS5489BUVSBBVPEU-G,Bayern,Kreis Niederbayern West,8,Kreisliga,KL 1 Donau/Laaber · Kreis Niederbayern West,14,44,153,121,TV Geisenhausen,14,fussball.de
03145PM83C000004VS5489BUVSBBVPEU-G,Bayern,Kreis Niederbayern West,8,Kreisliga,KL 2 Isar/Rott · Kreis Niederbayern West,14,44,152,118,TuS 1860 Pfarrkirchen,13,fussball.de
0317T7GM6800000DVS5489BUVSBBVPEU-G,Bayern,Kreis Nürnberg/Frankenhöhe,8,Kreisliga,KL-Gr 1 N/F · Kreis Nürnberg/Frankenhöhe,14,33,120,95,SV Ornbau-Weidenbach,13,fussball.de
0317T7GNS800001CVS5489BUVSBBVPEU-G,Bayern,Kreis Nürnberg/Frankenhöhe,8,Kreisliga,KL-Gr 2 N/F · Kreis Nürnberg/Frankenhöhe,15,47,166,128,Post SV Nürnberg,16,fussball.de
030UDGMFUS00000EVS5489BUVVARDA0V-G,Bayern,Kreis Regensburg,8,Kreisliga,Kreisliga Rgbg Gruppe 1 · Kreis Regensburg,14,48,204,136,TSV Wörth/Do.,18,fussball.de
030UDGMHTK000056VS5489BUVVARDA0V-G,Bayern,Kreis Regensburg,8,Kreisliga,Kreisliga Rgbg Gruppe 2 · Kreis Regensburg,14,49,183,137,TSV Dietfurt,21,fussball.de
03135BF8S0000007VS5489BTVU7GTVLE-G,Bayern,Kreis Rhön,8,Kreisliga,Kreisliga Rhön,15,42,151,117,DJK Schondra,18,fussball.de
03135AVG8S000008VS5489BTVU7GTVLE-G,Bayern,Kreis Schweinfurt,8,Kreisliga,KL-Gr1 SW · Kreis Schweinfurt,15,46,214,126,SV 1946 Stammheim,13,fussball.de
03135AVGGC000009VS5489BTVU7GTVLE-G,Bayern,Kreis Schweinfurt,8,Kreisliga,KL-Gr2 SW · Kreis Schweinfurt,14,42,168,117,TSV Forst,15,fussball.de
0310BHF1CK00005EVS5489BTVT51B5B5-G,Bayern,Kreis Würzburg,8,Kreisliga,KL-Gr 1 WÜ · Kreis Würzburg,16,56,201,160,TSV Grombühl,19,fussball.de
0310BHF3D800002EVS5489BTVT51B5B5-G,Bayern,Kreis Würzburg,8,Kreisliga,KL-Gr 2 WÜ · Kreis Würzburg,14,41,174,115,FV 1926 Thüngersheim,15,fussball.de
030RC38J9S000037VS5489BTVVR5L0PB-G,Bayern,Kreis Zugspitze,8,Kreisliga,Kreisliga Gruppe 1 · Kreis Zugspitze,15,26,93,74,FT Starnberg 09,12,fussball.de
030RC38L3S000038VS5489BTVVR5L0PB-G,Bayern,Kreis Zugspitze,8,Kreisliga,Kreisliga Gruppe 2 · Kreis Zugspitze,16,30,112,84,TSV 1882 Landsberg II,9,fussball.de
0317AGKTM4000001VS5489BUVSBBVPEU-G,Berlin,Bezirk Berlin,8,Bezirksliga,7er Herren Bezirksliga St.1 · Bezirk Berlin,9,4,32,12,1. FC Schöneberg 7er,3,fussball.de
031CP86VAS000007VS5489BUVUR5FS5A-G,Berlin,Bezirk Berlin,8,Bezirksliga,7er Herren Bezirksliga St.2 · Bezirk Berlin,8,0,0,-3,Berliner SC Comet Sparta 7er II,0,fussball.de
0317AGKT5S000004VS5489BUVSBBVPEU-G,Berlin,Bezirk Berlin,8,Bezirksliga,Herren Bezirksliga St.1 · Bezirk Berlin,16,16,85,44,FC Liria,6,fussball.de
0317AGKTBG000006VS5489BUVSBBVPEU-G,Berlin,Bezirk Berlin,8,Bezirksliga,Herren Bezirksliga St.2 · Bezirk Berlin,16,16,74,47,JFC Berlin,6,fussball.de
0317AGKTGO000006VS5489BUVSBBVPEU-G,Berlin,Bezirk Berlin,8,Bezirksliga,Herren Bezirksliga St.3 · Bezirk Berlin,16,16,79,46,Delay Sports Berlin II,6,fussball.de
0318RR14TS000008VS5489BTVSK8S3O6-G,Brandenburg,Brandenburg,8,Landesklasse,Landesklasse Nord · Brandenburg,16,9,40,26,VfB Gramzow,6,fussball.de
0318RR15BC000007VS5489BTVSK8S3O6-G,Brandenburg,Brandenburg,8,Landesklasse,Landesklasse Ost · Brandenburg,16,8,47,24,SV Grün-Weiß Lübben,3,fussball.de
0318RR15HC000000VS5489BTVSK8S3O6-G,Brandenburg,Brandenburg,8,Landesklasse,Landesklasse Süd · Brandenburg,16,8,47,24,SG Eintracht Peitz,3,fussball.de
0318RR153S000007VS5489BTVSK8S3O6-G,Brandenburg,Brandenburg,8,Landesklasse,Landesklasse West · Brandenburg,16,8,33,23,VfL Nauen,3,fussball.de
031FM68FKC00000KVS5489BTVUS470OH-G,Bremen,Kreis Bremen-Stadt,8,1.Kreisliga (A),Kreisliga A · Kreis Bremen-Stadt,14,15,84,40,TUS Schwachhausen II,6,fussball.de
031FM6AOM000000EVS5489BTVUS470OH-G,Bremen,Kreis Bremerhaven,8,1.Kreisliga (A),Kreisliga A · Kreis Bremerhaven,12,12,82,35,Tuspo Surheide II,6,fussball.de
0318JTBDCK00000EVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 01 · Kreisebene Hamburg,15,26,147,70,FSV Geesthacht 1.Hr.,9,fussball.de
0318JTBDK800000EVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 02 · Kreisebene Hamburg,16,23,98,63,Condor 2.Hr.,9,fussball.de
0318JTBDR400000DVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 03 · Kreisebene Hamburg,16,26,128,76,Poppenbüttel 1.Hr.,10,fussball.de
0318JTBE1G00000EVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 04 · Kreisebene Hamburg,16,25,127,71,BU 4.Hr.,9,fussball.de
0318JTBE7O00000EVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 05 · Kreisebene Hamburg,16,23,110,65,Lohkamp 1.Hr.,9,fussball.de
0318JTBEDS00000EVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 06 · Kreisebene Hamburg,16,29,172,83,Hansa 11 1.Hr.,12,fussball.de
0318JTBEK000000EVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 07 · Kreisebene Hamburg,16,25,114,69,Hörnerkirchen 1.Hr.,9,fussball.de
0318JTBF0K00000EVS5489BTVSK8S3O6-G,Hamburg,Kreisebene Hamburg,8,Kreisliga,KL 08 · Kreisebene Hamburg,16,23,134,68,Mesopotamien 1.Hr.,9,fussball.de
031B3GD13S00000CVS5489BTVSK8S3O6-G,Hessen,Kreis Bergstraße,8,Kreisoberliga,KOL Bergstraße,15,34,159,95,SG Reichenbach,15,fussball.de
031B6LRDRG000006VS5489BTVSK8S3O6-G,Hessen,Kreis Biedenkopf,8,Kreisoberliga,KOL GI/MR Gr.Nord · Kreis Biedenkopf,17,49,207,136,SC Gladenbach,15,fussball.de
0318JH52QK00000CVS5489BUVV628VP4-G,Hessen,Kreis Büdingen,8,Kreisoberliga,KOL Büdingen,16,41,168,117,Viktoria Nidda,15,fussball.de
0319701G2G000009VS5489BUVV628VP4-G,Hessen,Kreis Darmstadt,8,Kreisoberliga,KOL DA/GG · Kreis Darmstadt,17,41,181,113,Darmstädter TSG 1846,15,fussball.de
031APK80FG00000BVS5489BTVSK8S3O6-G,Hessen,Kreis Dieburg,8,Kreisoberliga,KOL DI-ODW · Kreis Dieburg,15,37,151,101,SSV Brensbach,13,fussball.de
0318TSBVFO000004VS5489BUVV628VP4-G,Hessen,Kreis Frankenberg,8,Kreisoberliga,KOL WA-FKB · Kreis Frankenberg,16,38,186,108,TuSpo Mengeringhausen,11,fussball.de
031BO9VAG4000001VS5489BUVUR5FS5A-G,Hessen,Kreis Frankfurt,8,Kreisoberliga,KOL Frankfurt,17,41,209,116,SG Westend Ffm,15,fussball.de
031AFQLCRS00000AVS5489BTVSK8S3O6-G,Hessen,Kreis Friedberg,8,Kreisoberliga,KOL Friedberg,17,51,244,143,SV Steinfurth,15,fussball.de
031BPOCG2C000009VS5489BUVUR5FS5A-G,Hessen,Kreis Fulda,8,Kreisoberliga,KOL Fulda Mitte,16,56,237,155,SG Edelzell/Engelhelms,16,fussball.de
031B5OOJKG00000AVS5489BTVSK8S3O6-G,Hessen,Kreis Gelnhausen,8,Kreisoberliga,KOL Gelnhausen,17,53,211,143,SV Bieber,13,fussball.de
031CPOVMAC00000EVS5489BUVUR5FS5A-G,Hessen,Kreis Gießen,8,Kreisoberliga,KOL GI/MR Süd · Kreis Gießen,16,48,224,133,Kurdischer FC GI,13,fussball.de
031B47D48O00000BVS5489BTVSK8S3O6-G,Hessen,Kreis Hanau,8,Kreisoberliga,KOL Hanau,17,47,195,133,SV Kilianstädten,21,fussball.de
031BEP2TNC00000CVS5489BTVUS470OH-G,Hessen,Kreis Hersfeld-Rotenburg,8,Kreisoberliga,KOL Fulda Nord · Kreis Hersfeld-Rotenburg,16,51,220,148,Blau-Weiß Großentaft,18,fussball.de
031F9FKDDO00000EVS5489BTVUS470OH-G,Hessen,Kreis Hochtaunus,8,Kreisoberliga,KOL Hochtaunus,18,46,226,133,SG Oberhöchstadt,15,fussball.de
0318JTNF0O000008VS5489BUVV628VP4-G,Hessen,Kreis Hofgeismar-Wolfhagen,8,Kreisoberliga,KOL Hofgeism-Wolfh · Kreis Hofgeismar-Wolfhagen,14,36,162,103,SV Espenau,15,fussball.de
0317AGA45C000004VS5489BUVSBBVPEU-G,Hessen,Kreis Kassel,8,Kreisoberliga,KOL Kassel,16,48,190,130,TSV Ihringshausen,15,fussball.de
03196CNCIG00000CVS5489BUVV628VP4-G,Hessen,Kreis Limburg-Weilburg,8,Kreisoberliga,KOL Limb-Weilb · Kreis Limburg-Weilburg,16,43,193,121,TSG Oberbrechen,15,fussball.de
03198D13MG00000DVS5489BTVSK8S3O6-G,Hessen,Kreis Maintaunus,8,Kreisoberliga,KOL Maintaunus,15,37,189,108,SG Oberliederbach,13,fussball.de
031DCP7TH800000CVS5489BTVUS470OH-G,Hessen,Kreis Offenbach,8,Kreisoberliga,KOL Offenbach,16,40,192,116,SVG Steinheim,15,fussball.de
031BDTDM90000000VS5489BTVUS470OH-G,Hessen,Kreis Rheingau-Taunus,8,Kreisoberliga,KOL Rheingau-Taunus,15,36,171,102,SV Walsdorf,15,fussball.de
0318GN9G0K000009VS5489BTVSK8S3O6-G,Hessen,Kreis Schlüchtern,8,Kreisoberliga,KOL Fulda Süd · Kreis Schlüchtern,16,55,204,153,FSG Vogelsberg,18,fussball.de
0318K2GEK400000BVS5489BUVV628VP4-G,Hessen,Kreis Schwalm-Eder,8,Kreisoberliga,KOL Schwalm-Eder,15,45,169,124,TSV 1900 Wabern II,16,fussball.de
0319HR1EDS000006VS5489BUVV628VP4-G,Hessen,Kreis Werra/Meißner,8,Kreisoberliga,KOL Werra-Meißner · Kreis Werra/Meißner,15,46,244,132,SV Weidenhausen II,19,fussball.de
0318U6OST4000007VS5489BUVV628VP4-G,Hessen,Kreis Wetzlar,8,Kreisoberliga,KOL GI/MR West · Kreis Wetzlar,16,41,179,118,SG Eschenburg,15,fussball.de
0318MATNNK00000CVS5489BTVSK8S3O6-G,Hessen,Kreis Wiesbaden,8,Kreisoberliga,KOL Wiesbaden,15,33,177,95,FV Delkenheim 1949,15,fussball.de
03162FKMJC00000IVS5489BTVU7GTVLE-G,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,Landesklasse,Landesklasse I Herren · Mecklenburg-Vorpommern,14,7,24,19,SV Wittenbeck,3,fussball.de
03162FKMRS00000JVS5489BTVU7GTVLE-G,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,Landesklasse,Landesklasse II Herren · Mecklenburg-Vorpommern,14,7,40,19,Penkuner SV Rot-Weiß,3,fussball.de
03162FKN2O000007VS5489BTVU7GTVLE-G,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,Landesklasse,Landesklasse III Herren · Mecklenburg-Vorpommern,14,7,32,21,TuS Neukalen 1990,3,fussball.de
03162FKNA400000JVS5489BTVU7GTVLE-G,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,8,Landesklasse,Landesklasse IV Herren · Mecklenburg-Vorpommern,14,7,26,19,VfB Goldenstädt,3,fussball.de
031FNFC57K000001VS5489BTVVG7L386-G,Mittelrhein,Kreis Aachen,8,Kreisliga A,Kreisliga A · Kreis Aachen,15,7,36,21,SC Kellersberg,3,fussball.de
0313OUBHAG00000CVS5489BTVU7GTVLE-G,Mittelrhein,Kreis Berg,8,Kreisliga A,Kreisliga A · Kreis Berg,16,8,40,23,TuS Homburg-Bröltal,3,fussball.de
031BONFSMC000004VS5489BTVUS470OH-G,Mittelrhein,Kreis Bonn,8,Kreisliga A,Kreisliga A · Kreis Bonn,16,8,35,24,Spfr. Ippendorf,3,fussball.de
031GUU1ID8000004VS5489BUVSJ4CRAP-G,Mittelrhein,Kreis Düren,8,Kreisliga A,Kreisliga A · Kreis Düren,16,15,62,42,SC Jülich 1910/97/Hoengen e.V.,7,fussball.de
031IIMRLTG000006VS5489BUVVKNMR0J-G,Mittelrhein,Kreis Euskirchen,8,Kreisliga A,Kreisliga A · Kreis Euskirchen,13,6,23,18,SC Germania Erftstadt-Lechenich,3,fussball.de
031D5QC0T8000002VS5489BUVUR5FS5A-G,Mittelrhein,Kreis Heinsberg,8,Kreisliga A,"Kreisliga A, Staffel 1 · Kreis Heinsberg",16,16,82,47,TuS Rheinland Dremmen,6,fussball.de
030TOCD0SK000003VS5489BUVSOV43J9-G,Mittelrhein,Kreis Köln,8,Kreisliga A,Kreisliga A · Kreis Köln,16,7,41,19,Gremberg-Humboldt I,3,fussball.de
031KSBC44K000000VS5489BUVVKNMR0J-G,Mittelrhein,Kreis Rhein-Erft,8,Kreisliga A,Kreisliga A Staffel 1 · Kreis Rhein-Erft,16,9,52,24,Bedburger BV,6,fussball.de
031DDUF9M4000000VS5489BTVUS470OH-G,Mittelrhein,Kreis Sieg,8,Kreisliga A,Kreisliga A Staffel 1 · Kreis Sieg,16,7,37,19,TuS Birk,3,fussball.de
031D3EOE1400000GVS5489BUVUR5FS5A-G,Niederrhein,Kreis Duisburg-Mülheim-Dinslak,8,Kreisliga A,"Kreisliga A, Gruppe 1 · Kreis Duisburg-Mülheim-Dinslak",15,21,104,61,TuSpo Saarn,9,fussball.de
031D3EOEJ4000005VS5489BUVUR5FS5A-G,Niederrhein,Kreis Duisburg-Mülheim-Dinslak,8,Kreisliga A,"Kreisliga A, Gruppe 2 · Kreis Duisburg-Mülheim-Dinslak",14,7,38,21,MTV Union Hamborn,3,fussball.de
031CH5EUGO000004VS5489BTVUS470OH-G,Niederrhein,Kreis Düsseldorf,8,Kreisliga A,Kreisliga A Herren 2026/2027 · Kreis Düsseldorf,18,28,133,81,Sportvereinigung Hilden 05/06,9,fussball.de
031FK22CV4000004VS5489BTVUS470OH-G,Niederrhein,Kreis Essen,8,Kreisliga A,Kreisliga A Gruppe 1 · Kreis Essen,16,24,156,70,AL-ARZ Libanon Essen 08,9,fussball.de
031FK257H0000004VS5489BTVUS470OH-G,Niederrhein,Kreis Essen,8,Kreisliga A,Kreisliga A Gruppe 2 · Kreis Essen,16,24,118,66,Alemannia Essen,7,fussball.de
031FTR1GCK000004VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Grevenbroich-Neuss,8,Kreisliga A,Kreisliga A · Kreis Grevenbroich-Neuss,16,30,149,84,SF Vorst,12,fussball.de
031HBIDKBG000007VS5489BTVVG7L386-G,Niederrhein,Kreis Kempen-Krefeld,8,Kreisliga A,Kreisliga A · Kreis Kempen-Krefeld,18,26,125,74,DJK VfL Willich,10,fussball.de
031B925F1400000AVS5489BUVV628VP4-G,Niederrhein,Kreis Kleve-Geldern,8,Kreisliga A,Kreisliga A · Kreis Kleve-Geldern,16,26,110,73,SV Siegfried Materborn,9,fussball.de
0311FB9E9000000IVS5489BUVVARDA0V-G,Niederrhein,Kreis Mönchengladbach-Viersen,8,Kreisliga A,Kreisliga A · Kreis Mönchengladbach-Viersen,16,26,134,71,SpVgg. Odenkirchen 2,10,fussball.de
031FVVH164000004VS5489BUVSJ4CRAP-G,Niederrhein,Kreis Oberhausen-Bottrop,8,Kreisliga A,Kreisliga A Johanning · Kreis Oberhausen-Bottrop,18,26,133,77,SC 1912 Buschhausen,9,fussball.de
031DF3E7I4000007VS5489BUVUR5FS5A-G,Niederrhein,Kreis Rees-Bocholt,8,Kreisliga A,Kreisliga A · Kreis Rees-Bocholt,18,25,135,73,VfR Mehrhoog,9,fussball.de
031IKDBDVO000004VS5489BTVSRD0UH9-G,Niederrhein,Kreis Remscheid-Solingen,8,Kreisliga A,Kreisliga A Gruppe 1 · Kreis Remscheid-Solingen,16,17,96,47,1. FC Monheim 2,9,fussball.de
031IKF9KSO000004VS5489BTVSRD0UH9-G,Niederrhein,Kreis Remscheid-Solingen,8,Kreisliga A,Kreisliga A Gruppe 2 · Kreis Remscheid-Solingen,16,17,100,48,BV Berg. Neukirchen I,7,fussball.de
031HAS8NV000000GVS5489BTVVG7L386-G,Niederrhein,Kreis Wuppertal-Niederberg,8,Kreisliga A,Kreisliga A · Kreis Wuppertal-Niederberg,19,28,161,83,TSV Beyenburg,12,fussball.de
0319B2QODS000004VS5489BUVV628VP4-G,Niedersachsen,Kreis Bentheim,8,Kreisliga,Kreisliga Grafschaft Bentheim,15,44,195,126,SV Wietmarschen,19,fussball.de
031C3OEUEC000004VS5489BTVUS470OH-G,Niedersachsen,Kreis Braunschweig,8,Kreisliga,Kreisliga Braunschweig,14,21,90,60,FT Braunschweig II,9,fussball.de
